"X","dia","min","max"
1,"1972-01-01",0.4,14.2
2,"1972-01-02",8.2,14.4
3,"1972-01-03",3.4,15.2
4,"1972-01-04",6.6,18.2
5,"1972-01-05",6.2,13.6
6,"1972-01-06",4,12.8
7,"1972-01-07",7.4,13
8,"1972-01-08",4.4,14.6
9,"1972-01-09",8.2,14.2
10,"1972-01-10",3,14.2
11,"1972-01-11",3.8,16.4
12,"1972-01-12",4.2,12.6
13,"1972-01-13",4.8,13.6
14,"1972-01-14",8.6,13.2
15,"1972-01-15",7,15
16,"1972-01-16",6,12
17,"1972-01-17",4.6,10.6
18,"1972-01-18",-0.8,12
19,"1972-01-19",-0.2,12.4
20,"1972-01-20",9.6,14.4
21,"1972-01-21",1,12.6
22,"1972-01-22",0,13.2
23,"1972-01-23",0.6,10.6
24,"1972-01-24",-4,11
25,"1972-01-25",-1,12.2
26,"1972-01-26",-1.4,13.6
27,"1972-01-27",0,14.6
28,"1972-01-28",3.8,12.6
29,"1972-01-29",1.6,12.6
30,"1972-01-30",0.2,12.2
31,"1972-01-31",4.4,15
32,"1972-02-01",9,15
33,"1972-02-02",8.6,13.4
34,"1972-02-03",6.6,14.6
35,"1972-02-04",8,14
36,"1972-02-05",8.4,16.2
37,"1972-02-06",9.6,15.4
38,"1972-02-07",6.6,15
39,"1972-02-08",7.4,16.4
40,"1972-02-09",5.8,13.2
41,"1972-02-10",4.2,15.6
42,"1972-02-11",7.4,16.4
43,"1972-02-12",7,15.6
44,"1972-02-13",5.4,16.6
45,"1972-02-14",3.6,18
46,"1972-02-15",4.4,16.6
47,"1972-02-16",1.2,12.6
48,"1972-02-17",0.6,12.4
49,"1972-02-18",1.8,12.6
50,"1972-02-19",2.2,14
51,"1972-02-20",7.4,14
52,"1972-02-21",7.4,16.4
53,"1972-02-22",6.6,16.4
54,"1972-02-23",7,16.6
55,"1972-02-24",5.2,16.8
56,"1972-02-25",6.2,15.6
57,"1972-02-26",6.6,14
58,"1972-02-27",3,13.6
59,"1972-02-28",2,15
60,"1972-02-29",2,17.6
61,"1972-03-01",4.4,15
62,"1972-03-02",-0.6,13.4
63,"1972-03-03",8,16.2
64,"1972-03-04",8.4,14.6
65,"1972-03-05",10.2,16.4
66,"1972-03-06",10.4,15.6
67,"1972-03-07",7.6,14
68,"1972-03-08",6.4,12.6
69,"1972-03-09",1.8,14.6
70,"1972-03-10",7.4,13
71,"1972-03-11",7.2,12.4
72,"1972-03-12",5.6,15.4
73,"1972-03-13",5.6,15.6
74,"1972-03-14",5,13.6
75,"1972-03-15",6.8,12.4
76,"1972-03-16",2.6,16
77,"1972-03-17",3.8,18.4
78,"1972-03-18",7,20.2
79,"1972-03-19",8,15
80,"1972-03-20",2.8,16
81,"1972-03-21",4.2,19
82,"1972-03-22",5.4,23
83,"1972-03-23",8,14
84,"1972-03-24",10,18.4
85,"1972-03-25",6.2,20.6
86,"1972-03-26",9.2,21.6
87,"1972-03-27",7.2,23
88,"1972-03-28",5.6,23.8
89,"1972-03-29",10.6,22
90,"1972-03-30",11,18.8
91,"1972-03-31",7.4,20
92,"1972-04-01",4.8,22.2
93,"1972-04-02",5.8,23.4
94,"1972-04-03",7.2,25.6
95,"1972-04-04",7.2,23.2
96,"1972-04-05",10,19.4
97,"1972-04-06",9.4,24
98,"1972-04-07",7.6,26.6
99,"1972-04-08",7.4,21.2
100,"1972-04-09",3,18
101,"1972-04-10",1,19.2
102,"1972-04-11",11.4,21.6
103,"1972-04-12",8.4,22
104,"1972-04-13",6,26.6
105,"1972-04-14",8.4,27.2
106,"1972-04-15",12.4,24.6
107,"1972-04-16",4.6,26
108,"1972-04-17",6.6,23.4
109,"1972-04-18",9,21
110,"1972-04-19",4.2,22.4
111,"1972-04-20",7.4,23.4
112,"1972-04-21",5,18.2
113,"1972-04-22",3.4,19
114,"1972-04-23",4.6,18.6
115,"1972-04-24",5,19.4
116,"1972-04-25",3.2,19
117,"1972-04-26",10,21
118,"1972-04-27",4.6,21
119,"1972-04-28",4.6,26.2
120,"1972-04-29",8,23
121,"1972-04-30",11,17
122,"1972-05-01",8.6,15.6
123,"1972-05-02",5,17
124,"1972-05-03",7,16.6
125,"1972-05-04",9.6,20.2
126,"1972-05-05",12,20
127,"1972-05-06",9.2,19.4
128,"1972-05-07",6.4,21.6
129,"1972-05-08",7.6,24.8
130,"1972-05-09",8.6,26.4
131,"1972-05-10",11.4,29.6
132,"1972-05-11",10,30
133,"1972-05-12",12,28
134,"1972-05-13",8.2,20.2
135,"1972-05-14",5.2,20
136,"1972-05-15",6.8,20
137,"1972-05-16",6,18.4
138,"1972-05-17",3.8,19
139,"1972-05-18",5,20.6
140,"1972-05-19",6.6,21
141,"1972-05-20",6.4,24.2
142,"1972-05-21",7.2,25.8
143,"1972-05-22",10.6,22
144,"1972-05-23",6,24.2
145,"1972-05-24",8,29.2
146,"1972-05-25",11.2,31.4
147,"1972-05-26",12.2,32.6
148,"1972-05-27",12,35.6
149,"1972-05-28",17,35.6
150,"1972-05-29",12.6,33.6
151,"1972-05-30",14.4,31.8
152,"1972-05-31",12.4,31.4
153,"1972-06-01",11.6,30.6
154,"1972-06-02",13,29.6
155,"1972-06-03",12,27.4
156,"1972-06-04",13.4,25.6
157,"1972-06-05",12.4,25
158,"1972-06-06",6.6,25.2
159,"1972-06-07",8.2,28.6
160,"1972-06-08",12.4,32
161,"1972-06-09",10.4,31
162,"1972-06-10",16,28
163,"1972-06-11",8.4,24.2
164,"1972-06-12",10.4,24.2
165,"1972-06-13",15,22.6
166,"1972-06-14",10,20.4
167,"1972-06-15",6,23.6
168,"1972-06-16",8.6,27.4
169,"1972-06-17",9,27.6
170,"1972-06-18",10.6,25.2
171,"1972-06-19",12.4,25.6
172,"1972-06-20",11,20.4
173,"1972-06-21",10.4,27.6
174,"1972-06-22",13.6,32.6
175,"1972-06-23",16,36
176,"1972-06-24",11,37
177,"1972-06-25",15.2,29.2
178,"1972-06-26",13.6,29.2
179,"1972-06-27",12.6,30.4
180,"1972-06-28",11.4,27.6
181,"1972-06-29",11.4,29
182,"1972-06-30",10.6,32.6
183,"1972-07-01",12.2,32.2
184,"1972-07-02",12.6,34
185,"1972-07-03",16,34.4
186,"1972-07-04",15.2,33.6
187,"1972-07-05",14.4,25.2
188,"1972-07-06",16.6,24.8
189,"1972-07-07",12,25.6
190,"1972-07-08",11.6,27
191,"1972-07-09",12.4,30
192,"1972-07-10",15,37.2
193,"1972-07-11",16.4,37.4
194,"1972-07-12",17.4,37
195,"1972-07-13",15.6,38
196,"1972-07-14",17.4,32
197,"1972-07-15",17.6,27.6
198,"1972-07-16",14.6,27.6
199,"1972-07-17",12.6,29.2
200,"1972-07-18",15.6,29
201,"1972-07-19",13.8,28.6
202,"1972-07-20",13.4,31.6
203,"1972-07-21",14.6,34.4
204,"1972-07-22",16.2,37.4
205,"1972-07-23",16.2,37.4
206,"1972-07-24",18.6,37.6
207,"1972-07-25",19,33
208,"1972-07-26",16.6,34.2
209,"1972-07-27",17.2,31.6
210,"1972-07-28",18.4,29.8
211,"1972-07-29",14,30
212,"1972-07-30",15.4,33.4
213,"1972-07-31",19.2,35.6
214,"1972-08-01",16,29.6
215,"1972-08-02",16.6,28.6
216,"1972-08-03",14.6,32
217,"1972-08-04",17,35
218,"1972-08-05",17.4,36
219,"1972-08-06",16.6,30
220,"1972-08-07",15.6,30.2
221,"1972-08-08",17.6,36
222,"1972-08-09",15.4,36.4
223,"1972-08-10",17,33.6
224,"1972-08-11",20,31.4
225,"1972-08-12",13.6,31
226,"1972-08-13",17,29.4
227,"1972-08-14",14.4,32.2
228,"1972-08-15",14.2,34
229,"1972-08-16",17,34.8
230,"1972-08-17",13.6,35.6
231,"1972-08-18",21.6,36.2
232,"1972-08-19",18.2,37
233,"1972-08-20",18,33.6
234,"1972-08-21",16.4,33.6
235,"1972-08-22",16.8,32
236,"1972-08-23",18,37.6
237,"1972-08-24",18.2,32.8
238,"1972-08-25",16.4,31.8
239,"1972-08-26",16,30.6
240,"1972-08-27",15.6,28.8
241,"1972-08-28",15.6,29.6
242,"1972-08-29",13.4,30
243,"1972-08-30",12.6,31
244,"1972-08-31",15.2,30
245,"1972-09-01",16.6,31.2
246,"1972-09-02",17,31.8
247,"1972-09-03",18.6,24.4
248,"1972-09-04",15.6,23
249,"1972-09-05",15,25.2
250,"1972-09-06",14.2,21.6
251,"1972-09-07",13,24
252,"1972-09-08",13.8,28.6
253,"1972-09-09",12.6,27.6
254,"1972-09-10",18.6,28
255,"1972-09-11",15,31.4
256,"1972-09-12",17.2,30.6
257,"1972-09-13",16.2,29.6
258,"1972-09-14",19,29
259,"1972-09-15",17.4,27
260,"1972-09-16",12,26.6
261,"1972-09-17",8.4,28
262,"1972-09-18",12.2,27.4
263,"1972-09-19",15.6,26.6
264,"1972-09-20",14.6,22.2
265,"1972-09-21",12.2,19.6
266,"1972-09-22",13.6,24.4
267,"1972-09-23",12,25
268,"1972-09-24",10.2,25
269,"1972-09-25",14,27.2
270,"1972-09-26",17,24.8
271,"1972-09-27",13,23.6
272,"1972-09-28",13.6,25.6
273,"1972-09-29",12.4,28
274,"1972-09-30",14.2,24.6
275,"1972-10-01",14.8,22.6
276,"1972-10-02",14,22.8
277,"1972-10-03",13,25.6
278,"1972-10-04",17.8,23.6
279,"1972-10-05",17.2,23.6
280,"1972-10-06",14.6,21.4
281,"1972-10-07",14.6,22.8
282,"1972-10-08",13,26
283,"1972-10-09",13,25.6
284,"1972-10-10",14.6,20.6
285,"1972-10-11",12.4,16.2
286,"1972-10-12",12.4,19.4
287,"1972-10-13",11.6,20
288,"1972-10-14",10.6,20.2
289,"1972-10-15",11,24
290,"1972-10-16",10.6,25.6
291,"1972-10-17",11.6,20.4
292,"1972-10-18",10,22.4
293,"1972-10-19",14.4,20
294,"1972-10-20",13,21
295,"1972-10-21",12,21.4
296,"1972-10-22",10.6,22.6
297,"1972-10-23",9.2,24
298,"1972-10-24",10.2,24.4
299,"1972-10-25",15,19.4
300,"1972-10-26",12.6,22
301,"1972-10-27",14,19
302,"1972-10-28",5.8,17.6
303,"1972-10-29",4.4,21.2
304,"1972-10-30",5.2,19.6
305,"1972-10-31",11.6,19.4
306,"1972-11-01",7.4,16.4
307,"1972-11-02",10.6,18
308,"1972-11-03",9,17
309,"1972-11-04",9,17.4
310,"1972-11-05",8,15
311,"1972-11-06",9.4,19.6
312,"1972-11-07",7,19.6
313,"1972-11-08",10.6,19.2
314,"1972-11-09",8.6,19.8
315,"1972-11-10",7.4,20
316,"1972-11-11",5.6,19.6
317,"1972-11-12",6.8,20.2
318,"1972-11-13",5.4,20.4
319,"1972-11-14",6,19.4
320,"1972-11-15",6.4,18
321,"1972-11-16",8.2,21.8
322,"1972-11-17",6,18
323,"1972-11-18",11.6,19
324,"1972-11-19",7.8,17
325,"1972-11-20",14,18.6
326,"1972-11-21",15,21.2
327,"1972-11-22",9.6,22.4
328,"1972-11-23",6,23.2
329,"1972-11-24",5.6,21.8
330,"1972-11-25",8.8,22.6
331,"1972-11-26",7,19.4
332,"1972-11-27",5.6,16.2
333,"1972-11-28",11,18.6
334,"1972-11-29",7,13.8
335,"1972-11-30",4.4,15.2
336,"1972-12-01",1.4,15.4
337,"1972-12-02",8.4,14.8
338,"1972-12-03",4,13.6
339,"1972-12-04",0.2,12.4
340,"1972-12-05",2.6,13.8
341,"1972-12-06",0.4,15
342,"1972-12-07",5.2,16
343,"1972-12-08",10.4,14.6
344,"1972-12-09",10.2,18.2
345,"1972-12-10",6.6,16.6
346,"1972-12-11",4.4,16.4
347,"1972-12-12",3.2,14.6
348,"1972-12-13",3.4,15
349,"1972-12-14",2.2,17.6
350,"1972-12-15",2,18.8
351,"1972-12-16",1.6,19.2
352,"1972-12-17",3,14.8
353,"1972-12-18",1.2,17.4
354,"1972-12-19",7.4,22
355,"1972-12-20",4,19.4
356,"1972-12-21",6.6,17.4
357,"1972-12-22",1.4,18.4
358,"1972-12-23",1,17.4
359,"1972-12-24",7,17.6
360,"1972-12-25",4,13.4
361,"1972-12-26",9.6,16
362,"1972-12-27",9.4,15.4
363,"1972-12-28",5.4,13.6
364,"1972-12-29",1,9.4
365,"1972-12-30",-1,13.8
366,"1972-12-31",-1.6,12.8
367,"1973-01-01",-1,16.2
368,"1973-01-02",-1.2,14
369,"1973-01-03",-2,16.6
370,"1973-01-04",-1.8,16.4
371,"1973-01-05",1,15.2
372,"1973-01-06",-1,14.2
373,"1973-01-07",-1,17
374,"1973-01-08",1,14
375,"1973-01-09",-1,16.2
376,"1973-01-10",-0.6,13.8
377,"1973-01-11",3,18.2
378,"1973-01-12",1.6,16
379,"1973-01-13",9.4,13.6
380,"1973-01-14",3.4,13.4
381,"1973-01-15",10,14.2
382,"1973-01-16",7,13.6
383,"1973-01-17",5.6,13.4
384,"1973-01-18",5,13.4
385,"1973-01-19",4.4,14.2
386,"1973-01-20",9.6,15.4
387,"1973-01-21",6,14.6
388,"1973-01-22",4,13
389,"1973-01-23",2,13
390,"1973-01-24",2.2,16
391,"1973-01-25",-0.6,17.6
392,"1973-01-26",0.4,16.4
393,"1973-01-27",0.4,16.6
394,"1973-01-28",0.6,15.2
395,"1973-01-29",3.4,14.4
396,"1973-01-30",4.4,11
397,"1973-01-31",2.4,13.6
398,"1973-02-01",5,15.4
399,"1973-02-02",-0.6,13.4
400,"1973-02-03",-2.6,13.4
401,"1973-02-04",-1.2,16
402,"1973-02-05",5,20.4
403,"1973-02-06",2.4,19
404,"1973-02-07",0,20
405,"1973-02-08",2.6,14.8
406,"1973-02-09",7,17
407,"1973-02-10",8,12.6
408,"1973-02-11",6.2,14.4
409,"1973-02-12",2.4,16.4
410,"1973-02-13",1,13
411,"1973-02-14",3.6,12.8
412,"1973-02-15",4.8,11.6
413,"1973-02-16",-1.4,14.2
414,"1973-02-17",-2.4,12.6
415,"1973-02-18",-0.8,13.6
416,"1973-02-19",-1.2,12.4
417,"1973-02-20",-2.2,16.6
418,"1973-02-21",3.4,16.6
419,"1973-02-22",1,17.4
420,"1973-02-23",3,18.2
421,"1973-02-24",1.4,18.8
422,"1973-02-25",3,17.8
423,"1973-02-26",6.2,20
424,"1973-02-27",4.6,21
425,"1973-02-28",3,19.8
426,"1973-03-01",4.6,19.4
427,"1973-03-02",0.4,19.4
428,"1973-03-03",0,22.4
429,"1973-03-04",2,18
430,"1973-03-05",0,21
431,"1973-03-06",4.8,21.8
432,"1973-03-07",4.2,21
433,"1973-03-08",5.8,21.6
434,"1973-03-09",2.6,20
435,"1973-03-10",3.4,17
436,"1973-03-11",8,11.6
437,"1973-03-12",7,14.4
438,"1973-03-13",5.4,16.4
439,"1973-03-14",5.6,17
440,"1973-03-15",5,16.4
441,"1973-03-16",0.6,15.6
442,"1973-03-17",-0.4,17
443,"1973-03-18",2.8,17.2
444,"1973-03-19",0.6,21.4
445,"1973-03-20",7.6,18.6
446,"1973-03-21",8.6,13.4
447,"1973-03-22",7,16
448,"1973-03-23",7.8,19.2
449,"1973-03-24",6,19.4
450,"1973-03-25",6,17.4
451,"1973-03-26",-1,16.2
452,"1973-03-27",7.4,15.4
453,"1973-03-28",11.4,18.6
454,"1973-03-29",4.2,19.2
455,"1973-03-30",3.6,21.4
456,"1973-03-31",6.2,19.6
457,"1973-04-01",3.6,21.6
458,"1973-04-02",4,24
459,"1973-04-03",6,26
460,"1973-04-04",5,25.6
461,"1973-04-05",5.8,26.8
462,"1973-04-06",7.2,27.8
463,"1973-04-07",7,29
464,"1973-04-08",12,18.6
465,"1973-04-09",2,16.4
466,"1973-04-10",-0.4,17.2
467,"1973-04-11",0.6,19
468,"1973-04-12",0.6,22.4
469,"1973-04-13",4.8,25.8
470,"1973-04-14",7.2,23.6
471,"1973-04-15",6,21.6
472,"1973-04-16",9,20.6
473,"1973-04-17",11,21.2
474,"1973-04-18",3.8,21.4
475,"1973-04-19",2.4,24.6
476,"1973-04-20",6.4,22.6
477,"1973-04-21",7.6,23.8
478,"1973-04-22",7.6,21.6
479,"1973-04-23",8,19.4
480,"1973-04-24",6.8,18.4
481,"1973-04-25",8.6,22.2
482,"1973-04-26",9.2,27.6
483,"1973-04-27",6.4,23.2
484,"1973-04-28",11,21.8
485,"1973-04-29",9,26.6
486,"1973-04-30",10,30
487,"1973-05-01",11.6,26
488,"1973-05-02",14,25
489,"1973-05-03",14.4,20.4
490,"1973-05-04",8.6,19.4
491,"1973-05-05",10,20
492,"1973-05-06",4.2,22.6
493,"1973-05-07",4,26.4
494,"1973-05-08",9,27.2
495,"1973-05-09",7.6,27.4
496,"1973-05-10",5.6,28.2
497,"1973-05-11",10,29.6
498,"1973-05-12",6.4,30.6
499,"1973-05-13",10,31
500,"1973-05-14",9.4,32
501,"1973-05-15",9.4,28.6
502,"1973-05-16",14.4,20
503,"1973-05-17",7,20.6
504,"1973-05-18",11.8,18.2
505,"1973-05-19",9,18.6
506,"1973-05-20",12.4,19.4
507,"1973-05-21",9.8,21.6
508,"1973-05-22",11.6,21
509,"1973-05-23",2.4,27.8
510,"1973-05-24",11,32.8
511,"1973-05-25",13,31
512,"1973-05-26",14,30
513,"1973-05-27",14.6,25.4
514,"1973-05-28",13,27.8
515,"1973-05-29",12,29.6
516,"1973-05-30",10.2,32.6
517,"1973-05-31",14.4,27
518,"1973-06-01",15.4,26.4
519,"1973-06-02",10.4,29
520,"1973-06-03",14,25.6
521,"1973-06-04",9.6,25.4
522,"1973-06-05",14,21.6
523,"1973-06-06",11,25.8
524,"1973-06-07",9.6,27
525,"1973-06-08",11,27
526,"1973-06-09",12.8,25
527,"1973-06-10",13.6,24.6
528,"1973-06-11",11.6,27.2
529,"1973-06-12",12.4,29.2
530,"1973-06-13",13.4,32.4
531,"1973-06-14",17,34.6
532,"1973-06-15",14.4,34
533,"1973-06-16",14,32.2
534,"1973-06-17",16,34
535,"1973-06-18",14.8,32
536,"1973-06-19",17.6,32
537,"1973-06-20",17.2,30.6
538,"1973-06-21",15.8,32.2
539,"1973-06-22",18,31
540,"1973-06-23",15.2,34
541,"1973-06-24",13.4,33
542,"1973-06-25",15,31.4
543,"1973-06-26",14.4,26
544,"1973-06-27",14.4,28
545,"1973-06-28",12.4,32
546,"1973-06-29",13.4,34.4
547,"1973-06-30",15,32.6
548,"1973-07-01",14.6,34
549,"1973-07-02",13.8,36.6
550,"1973-07-03",16,39.6
551,"1973-07-04",18.2,37
552,"1973-07-05",14.4,31
553,"1973-07-06",15.8,34.2
554,"1973-07-07",16.4,34
555,"1973-07-08",17,31.6
556,"1973-07-09",16.6,30.6
557,"1973-07-10",18.4,29.8
558,"1973-07-11",18.4,29.8
559,"1973-07-12",15.4,27.8
560,"1973-07-13",16,26.2
561,"1973-07-14",15.6,25.4
562,"1973-07-15",14.6,26.2
563,"1973-07-16",18,27
564,"1973-07-17",14.2,27
565,"1973-07-18",12.8,31.2
566,"1973-07-19",14,36
567,"1973-07-20",14.4,34.6
568,"1973-07-21",15.4,33.2
569,"1973-07-22",15,34.6
570,"1973-07-23",14.4,35
571,"1973-07-24",15.2,39
572,"1973-07-25",17,42.2
573,"1973-07-26",18.6,40.6
574,"1973-07-27",18,37.4
575,"1973-07-28",18.6,33.6
576,"1973-07-29",16.4,31.4
577,"1973-07-30",16.4,35.2
578,"1973-07-31",16.6,33
579,"1973-08-01",19.4,30.8
580,"1973-08-02",13.6,29
581,"1973-08-03",16,30.8
582,"1973-08-04",16,35.6
583,"1973-08-05",18,38.2
584,"1973-08-06",18.6,36.8
585,"1973-08-07",20.8,36.6
586,"1973-08-08",19.2,40
587,"1973-08-09",20,39.8
588,"1973-08-10",19.6,37.6
589,"1973-08-11",18.2,36
590,"1973-08-12",19,38.2
591,"1973-08-13",20,41
592,"1973-08-14",18.4,38
593,"1973-08-15",17.2,35
594,"1973-08-16",19.2,30.8
595,"1973-08-17",17.2,30.8
596,"1973-08-18",15,35
597,"1973-08-19",16,35.8
598,"1973-08-20",14.4,39.8
599,"1973-08-21",23.8,35.6
600,"1973-08-22",18.4,34.4
601,"1973-08-23",16,36.4
602,"1973-08-24",16.6,36
603,"1973-08-25",20.4,33.6
604,"1973-08-26",16.4,33.4
605,"1973-08-27",16.6,34
606,"1973-08-28",15,36.4
607,"1973-08-29",18.4,37.8
608,"1973-08-30",19.8,35.4
609,"1973-08-31",19,35.6
610,"1973-09-01",17,36.6
611,"1973-09-02",18.6,36.2
612,"1973-09-03",16,35
613,"1973-09-04",14.6,29.6
614,"1973-09-05",17.2,28
615,"1973-09-06",15.8,28.6
616,"1973-09-07",13.4,28.6
617,"1973-09-08",13.2,30
618,"1973-09-09",12.2,32
619,"1973-09-10",16,32.4
620,"1973-09-11",14.4,34.4
621,"1973-09-12",19,32
622,"1973-09-13",19,31.2
623,"1973-09-14",14.4,30.4
624,"1973-09-15",17.4,31.4
625,"1973-09-16",18.4,31.6
626,"1973-09-17",17.2,27
627,"1973-09-18",16.2,30.2
628,"1973-09-19",13.4,32.6
629,"1973-09-20",13,28.6
630,"1973-09-21",11.2,27
631,"1973-09-22",11,27.6
632,"1973-09-23",10,28.6
633,"1973-09-24",11.8,26.2
634,"1973-09-25",9.8,28.8
635,"1973-09-26",9,31.4
636,"1973-09-27",11.6,34.6
637,"1973-09-28",12,32.4
638,"1973-09-29",11.6,28.2
639,"1973-09-30",14.8,25.6
640,"1973-10-01",9.8,22.4
641,"1973-10-02",4.2,21.4
642,"1973-10-03",4.8,23.2
643,"1973-10-04",7.4,23.6
644,"1973-10-05",10,24.6
645,"1973-10-06",8,27.2
646,"1973-10-07",8.6,29.4
647,"1973-10-08",12.8,29.6
648,"1973-10-09",11,28
649,"1973-10-10",13.8,27
650,"1973-10-11",12.4,24.4
651,"1973-10-12",15,24.4
652,"1973-10-13",17.6,23
653,"1973-10-14",13.6,23.4
654,"1973-10-15",12,24.6
655,"1973-10-16",17.2,21.6
656,"1973-10-17",8,21
657,"1973-10-18",9.4,18
658,"1973-10-19",9.4,18
659,"1973-10-20",8.2,20.2
660,"1973-10-21",8.8,23.2
661,"1973-10-22",8,25.8
662,"1973-10-23",12,27.6
663,"1973-10-24",8.2,26.6
664,"1973-10-25",4.8,26.6
665,"1973-10-26",6.4,24.6
666,"1973-10-27",9.6,22.2
667,"1973-10-28",11.6,26.6
668,"1973-10-29",9.6,27
669,"1973-10-30",12.8,22.4
670,"1973-10-31",13,26.4
671,"1973-11-01",11.4,24
672,"1973-11-02",15,23.4
673,"1973-11-03",13.4,22.4
674,"1973-11-04",11,21
675,"1973-11-05",14,16.6
676,"1973-11-06",8.6,18.4
677,"1973-11-07",7.4,20.4
678,"1973-11-08",8.8,21.4
679,"1973-11-09",8.6,21.6
680,"1973-11-10",10,22.2
681,"1973-11-11",7.6,19.6
682,"1973-11-12",8,20.2
683,"1973-11-13",10,21.8
684,"1973-11-14",6,20.6
685,"1973-11-15",6,23.4
686,"1973-11-16",3.4,22
687,"1973-11-17",9.8,16.4
688,"1973-11-18",5.8,20.6
689,"1973-11-19",5.8,21.2
690,"1973-11-20",6,22.8
691,"1973-11-21",7.6,23.4
692,"1973-11-22",12.6,24.4
693,"1973-11-23",11.4,23
694,"1973-11-24",10,22.6
695,"1973-11-25",11.6,20.6
696,"1973-11-26",9.6,18.6
697,"1973-11-27",6,19.6
698,"1973-11-28",3.2,18
699,"1973-11-29",3.2,18
700,"1973-11-30",1.4,19.8
701,"1973-12-01",1.4,15
702,"1973-12-02",5,14
703,"1973-12-03",-0.4,9.4
704,"1973-12-04",-0.6,12.6
705,"1973-12-05",0.8,15.4
706,"1973-12-06",-2,15.4
707,"1973-12-07",1.6,18.2
708,"1973-12-08",-1.2,15
709,"1973-12-09",7.8,15.8
710,"1973-12-10",3.4,17.2
711,"1973-12-11",0.2,16.2
712,"1973-12-12",-1,14.8
713,"1973-12-13",1,16
714,"1973-12-14",1,16.4
715,"1973-12-15",-1.4,18
716,"1973-12-16",1,18
717,"1973-12-17",6,14.6
718,"1973-12-18",1.2,16
719,"1973-12-19",4,14.8
720,"1973-12-20",7,11.6
721,"1973-12-21",9,13.8
722,"1973-12-22",4.8,14.4
723,"1973-12-23",8.2,11.6
724,"1973-12-24",3.4,10.2
725,"1973-12-25",3.6,12.4
726,"1973-12-26",2,13
727,"1973-12-27",2,14
728,"1973-12-28",3,14.4
729,"1973-12-29",2,13.4
730,"1973-12-30",1,12
731,"1973-12-31",-0.2,13
732,"1974-01-01",-1,12.6
733,"1974-01-02",0.2,13
734,"1974-01-03",4.2,13.6
735,"1974-01-04",3.6,13
736,"1974-01-05",4.6,15.2
737,"1974-01-06",12.6,17.4
738,"1974-01-07",10.8,18
739,"1974-01-08",7.4,16.4
740,"1974-01-09",12.4,17.2
741,"1974-01-10",10.2,17.4
742,"1974-01-11",12.2,19
743,"1974-01-12",6,17.6
744,"1974-01-13",6.4,15.2
745,"1974-01-14",6,15.2
746,"1974-01-15",7.6,19
747,"1974-01-16",5.4,18.6
748,"1974-01-17",7,19
749,"1974-01-18",5.4,17.2
750,"1974-01-19",3,17.4
751,"1974-01-20",0.6,16.6
752,"1974-01-21",1.4,17
753,"1974-01-22",2.2,17.4
754,"1974-01-23",0.8,17
755,"1974-01-24",1,16.8
756,"1974-01-25",4.6,12.8
757,"1974-01-26",1,14.4
758,"1974-01-27",10.2,16.8
759,"1974-01-28",9.6,16.4
760,"1974-01-29",6.4,14
761,"1974-01-30",2,13
762,"1974-01-31",4,13.6
763,"1974-02-01",9.4,14.4
764,"1974-02-02",9,14.8
765,"1974-02-03",4.4,14.4
766,"1974-02-04",2.2,14
767,"1974-02-05",7.4,12.8
768,"1974-02-06",6.8,15
769,"1974-02-07",11,19.2
770,"1974-02-08",4,19
771,"1974-02-09",2.4,20
772,"1974-02-10",3,19.2
773,"1974-02-11",12.4,17.2
774,"1974-02-12",3.2,14
775,"1974-02-13",8,15.4
776,"1974-02-14",1.4,13
777,"1974-02-15",7,14.2
778,"1974-02-16",4.2,11.6
779,"1974-02-17",1.6,13.8
780,"1974-02-18",0.6,16.2
781,"1974-02-19",4,13.6
782,"1974-02-20",0.2,13.2
783,"1974-02-21",1.8,15.4
784,"1974-02-22",1,17
785,"1974-02-23",0.6,17.2
786,"1974-02-24",0.8,15.2
787,"1974-02-25",1.2,15
788,"1974-02-26",-2,17.4
789,"1974-02-27",0,17.4
790,"1974-02-28",-1.2,18.2
791,"1974-03-01",-0.8,18.4
792,"1974-03-02",3,18.6
793,"1974-03-03",3.6,15
794,"1974-03-04",-2.6,14.8
795,"1974-03-05",-2.6,15.8
796,"1974-03-06",-2,19.4
797,"1974-03-07",3,20.4
798,"1974-03-08",1,20
799,"1974-03-09",-0.4,17
800,"1974-03-10",3.6,12
801,"1974-03-11",0.4,14.6
802,"1974-03-12",0.2,17.6
803,"1974-03-13",3,17.2
804,"1974-03-14",1,18.4
805,"1974-03-15",-0.2,21.2
806,"1974-03-16",5,21.2
807,"1974-03-17",6.6,24.4
808,"1974-03-18",5,18.4
809,"1974-03-19",5,12.6
810,"1974-03-20",1.6,13.4
811,"1974-03-21",4,13.4
812,"1974-03-22",4,11.6
813,"1974-03-23",10.4,18
814,"1974-03-24",8.6,14.6
815,"1974-03-25",8,17
816,"1974-03-26",9.4,18
817,"1974-03-27",6,21.6
818,"1974-03-28",5,20
819,"1974-03-29",7.2,20.4
820,"1974-03-30",7.2,20
821,"1974-03-31",7.6,20
822,"1974-04-01",9.6,18
823,"1974-04-02",7.4,14.2
824,"1974-04-03",4.4,13.6
825,"1974-04-04",3.4,16.2
826,"1974-04-05",3,19
827,"1974-04-06",5,22.6
828,"1974-04-07",4,25
829,"1974-04-08",9,20
830,"1974-04-09",12.6,14
831,"1974-04-10",10.6,16.8
832,"1974-04-11",7.4,15.4
