"X","dia","min","max"
13039,"2007-10-05",13.8,26.1
13040,"2007-10-06",14.4,27.5
13041,"2007-10-07",15.3,28.2
13042,"2007-10-08",16.5,29
13043,"2007-10-09",17.1,31.5
13044,"2007-10-10",16.9,30.5
13045,"2007-10-11",13.2,27
13046,"2007-10-12",13.2,26.5
13047,"2007-10-13",11.7,27.2
13048,"2007-10-14",14.6,26.6
13049,"2007-10-15",14.6,26.3
13050,"2007-10-16",14.5,27.3
13051,"2007-10-17",12.5,27.8
13052,"2007-10-18",11.7,27.7
13053,"2007-10-19",15.2,27.2
13054,"2007-10-20",14.7,27.3
13055,"2007-10-21",12.4,28.5
13056,"2007-10-22",12.2,27.2
13057,"2007-10-23",11.8,23.7
13058,"2007-10-24",13,18.5
13059,"2007-10-25",11.5,20.4
13060,"2007-10-26",9.3,22.8
13061,"2007-10-27",10.4,23.8
13062,"2007-10-28",11.9,22.6
13063,"2007-10-29",8.3,24.9
13064,"2007-10-30",8.7,23
13065,"2007-10-31",9.2,20
13066,"2007-11-01",8.5,22.3
13067,"2007-11-02",12.2,24.6
13068,"2007-11-03",12.1,23.4
13069,"2007-11-04",12.7,24.8
13070,"2007-11-05",8,28.2
13071,"2007-11-06",4.6,26.8
13072,"2007-11-07",4.5,25.8
13073,"2007-11-08",6.7,24.5
13074,"2007-11-09",7.4,23.1
13075,"2007-11-10",5.7,24.9
13076,"2007-11-11",7.1,24
13077,"2007-11-12",9.4,21.3
13078,"2007-11-13",5.5,22.3
13079,"2007-11-14",5.5,22.6
13080,"2007-11-15",6,20.5
13081,"2007-11-16",7.3,19.5
13082,"2007-11-17",5.1,20
13083,"2007-11-18",6.7,20.6
13084,"2007-11-19",6.5,20.4
13085,"2007-11-20",14.3,20.2
13086,"2007-11-21",12.6,18.2
13087,"2007-11-22",10.6,16.5
13088,"2007-11-23",7.4,15.4
13089,"2007-11-24",8.1,13.3
13090,"2007-11-25",7.7,16.9
13091,"2007-11-26",5.4,16.2
13092,"2007-11-27",4.4,16.6
13093,"2007-11-28",5,17
13094,"2007-11-29",5.5,16.6
13095,"2007-11-30",5.6,17
13096,"2007-12-01",4.9,17.2
13097,"2007-12-02",7.9,17.3
13098,"2007-12-03",5.6,15.3
13099,"2007-12-04",6.9,19.4
13100,"2007-12-05",5.6,18.8
13101,"2007-12-06",6,18.6
13102,"2007-12-07",5,16.7
13103,"2007-12-08",4.2,15.6
13104,"2007-12-09",4.4,17.4
13105,"2007-12-10",4.5,14.5
13106,"2007-12-11",4.4,17
13107,"2007-12-12",3.5,16.5
13108,"2007-12-13",0.3,17.8
13109,"2007-12-14",2.2,18.7
13110,"2007-12-15",3.1,14.7
13111,"2007-12-16",0.4,15.4
13112,"2007-12-17",2,16.8
13113,"2007-12-18",9.4,16.9
13114,"2007-12-19",14.3,18.4
13115,"2007-12-20",14,18
13116,"2007-12-21",11.5,14
13117,"2007-12-22",11.3,15.5
13118,"2007-12-23",11.5,14.3
13119,"2007-12-24",8.2,18.2
13120,"2007-12-25",5,16
13121,"2007-12-26",6.4,11.9
13122,"2007-12-27",5.6,17.2
13123,"2007-12-28",5,16.2
13124,"2007-12-29",2.4,15
13125,"2007-12-30",1.6,14.8
13126,"2007-12-31",2,15
13127,"2008-01-01",4.4,15.1
13128,"2008-01-02",9.9,15.5
13129,"2008-01-03",7.9,14.3
13130,"2008-01-04",5.1,13.6
13131,"2008-01-05",5,15.2
13132,"2008-01-06",11.3,16.4
13133,"2008-01-07",9,15.3
13134,"2008-01-08",5.5,13.4
13135,"2008-01-09",7.9,15.6
13136,"2008-01-10",5.1,17.7
13137,"2008-01-11",7.3,16.2
13138,"2008-01-12",2.1,12.7
13139,"2008-01-13",0.6,15
13140,"2008-01-14",8.3,16.4
13141,"2008-01-15",4.5,15.6
13142,"2008-01-16",7.2,17.9
13143,"2008-01-17",4.4,16.4
13144,"2008-01-18",6.2,17.9
13145,"2008-01-19",3.9,23
13146,"2008-01-20",5.2,22
13147,"2008-01-21",6.5,20.4
13148,"2008-01-22",6.7,21.8
13149,"2008-01-23",8.2,21.8
13150,"2008-01-24",4,19.1
13151,"2008-01-25",4,19.1
13152,"2008-01-26",5,19
13153,"2008-01-27",6.2,18.2
13154,"2008-01-28",5.9,17.5
13155,"2008-01-29",2.6,17.7
13156,"2008-01-30",2.8,19.1
13157,"2008-01-31",3.8,19.5
13158,"2008-02-01",5,16.2
13159,"2008-02-02",2.5,16.5
13160,"2008-02-03",4,17.4
13161,"2008-02-04",7.2,17.8
13162,"2008-02-05",4,18.7
13163,"2008-02-06",5.7,21.6
13164,"2008-02-07",2.4,21.9
13165,"2008-02-08",6.4,21.9
13166,"2008-02-09",10,20.5
13167,"2008-02-10",4,21
13168,"2008-02-11",3.5,19.2
13169,"2008-02-12",3.5,19
13170,"2008-02-13",10.5,18.4
13171,"2008-02-14",10.6,20.5
13172,"2008-02-15",6,21
13173,"2008-02-16",6.9,21
13174,"2008-02-17",8.8,15.5
13175,"2008-02-18",6.9,21
13176,"2008-02-19",12.4,18.3
13177,"2008-02-20",12.6,19
13178,"2008-02-21",9.6,21.3
13179,"2008-02-22",11.6,18.5
13180,"2008-02-23",12.8,18.6
13181,"2008-02-24",10.6,21
13182,"2008-02-25",8.5,20.2
13183,"2008-02-26",8.3,22.1
13184,"2008-02-27",8.1,22.6
13185,"2008-02-28",10.5,20
13186,"2008-02-29",9.5,20.9
13187,"2008-03-01",7.8,22.7
13188,"2008-03-02",7.2,24.5
13189,"2008-03-03",7.8,24.2
13190,"2008-03-04",10.3,21.6
13191,"2008-03-05",2,15
13192,"2008-03-06",1.9,14.7
13193,"2008-03-07",-1.1,20.5
13194,"2008-03-08",0.8,20.5
13195,"2008-03-09",5.7,19.3
13196,"2008-03-10",2.9,15.2
13197,"2008-03-11",10.2,22
13198,"2008-03-12",8.2,24.8
13199,"2008-03-13",11.6,27.1
13200,"2008-03-14",10.4,28.5
13201,"2008-03-15",11.2,23.5
13202,"2008-03-16",6.6,21.3
13203,"2008-03-17",6.3,20.2
13204,"2008-03-18",5.6,19
13205,"2008-03-19",7,16.9
13206,"2008-03-20",8.6,19.2
13207,"2008-03-21",7.4,19.9
13208,"2008-03-22",6.4,17.5
13209,"2008-03-23",1.9,15.9
13210,"2008-03-24",0.4,18.5
13211,"2008-03-25",3.2,20.4
13212,"2008-03-26",5.7,20.5
13213,"2008-03-27",5.8,20
13214,"2008-03-28",5.5,22.5
13215,"2008-03-29",12.5,26
13216,"2008-03-30",7.5,22.5
13217,"2008-03-31",4,21.3
13218,"2008-04-01",6.7,24.5
13219,"2008-04-02",7.8,25.5
13220,"2008-04-03",5.5,30.5
13221,"2008-04-04",7.3,29.9
13222,"2008-04-05",7.1,26.4
13223,"2008-04-06",8.5,23
13224,"2008-04-07",10.6,20
13225,"2008-04-08",12.5,18.1
13226,"2008-04-09",13,18.8
13227,"2008-04-10",11.2,20
13228,"2008-04-11",8.2,17.9
13229,"2008-04-12",5.4,19.6
13230,"2008-04-13",6.4,20.5
13231,"2008-04-14",8.4,21.7
13232,"2008-04-15",8.8,25
13233,"2008-04-16",10,24.7
13234,"2008-04-17",13.9,19.4
13235,"2008-04-18",12,18.6
13236,"2008-04-19",11.4,18.8
13237,"2008-04-20",10,18.5
13238,"2008-04-21",9.5,20.5
13239,"2008-04-22",7.7,21.6
13240,"2008-04-23",10.6,24.7
13241,"2008-04-24",11.8,29.5
13242,"2008-04-25",13.2,30
13243,"2008-04-26",10.6,29.7
13244,"2008-04-27",11.2,28.7
13245,"2008-04-28",11.6,24.6
13246,"2008-04-29",7.4,23.9
13247,"2008-04-30",6.7,22.3
13248,"2008-05-01",8,25.8
13249,"2008-05-02",9.6,27.7
13250,"2008-05-03",10.5,28.7
13251,"2008-05-04",12.2,28.2
13252,"2008-05-05",11.9,30
13253,"2008-05-06",13.5,31.4
13254,"2008-05-07",15.2,28.6
13255,"2008-05-08",13.6,22.1
13256,"2008-05-09",13.1,22.9
13257,"2008-05-10",9.4,22
13258,"2008-05-11",11,20.9
13259,"2008-05-12",13.5,22
13260,"2008-05-13",12,22.9
13261,"2008-05-14",13.7,23
13262,"2008-05-15",12,23.3
13263,"2008-05-16",12.2,21.3
13264,"2008-05-17",11.6,25
13265,"2008-05-18",11.5,23.7
13266,"2008-05-19",11.5,23.3
13267,"2008-05-20",12.5,21.3
13268,"2008-05-21",13.5,25.6
13269,"2008-05-22",11.6,26.7
13270,"2008-05-23",14.4,24.5
13271,"2008-05-24",13.2,22.4
13272,"2008-05-25",11.1,21.1
13273,"2008-05-26",9.7,22.8
13274,"2008-05-27",12,20.5
13275,"2008-05-28",11.5,22.5
13276,"2008-05-29",11.7,22.9
13277,"2008-05-30",14.1,21.4
13278,"2008-05-31",12.3,23.4
13279,"2008-06-01",10.2,24.5
13280,"2008-06-02",12.6,26.2
13281,"2008-06-03",11.2,27.4
13282,"2008-06-04",12.8,29
13283,"2008-06-05",13.5,28.9
13284,"2008-06-06",13,30.6
13285,"2008-06-07",13.2,31.5
13286,"2008-06-08",14.9,31.5
13287,"2008-06-09",14.1,27.4
13288,"2008-06-10",14.5,28.3
13289,"2008-06-11",15.5,30.8
13290,"2008-06-12",15.8,32
13291,"2008-06-13",15.2,33.7
13292,"2008-06-14",15.8,35.8
13293,"2008-06-15",15,35
13294,"2008-06-16",17,27.7
13295,"2008-06-17",14.7,29.8
13296,"2008-06-18",15,33.7
13297,"2008-06-19",16.1,35
13298,"2008-06-20",17.5,35
13299,"2008-06-21",15.7,36.8
13300,"2008-06-22",16.7,36
13301,"2008-06-23",20.1,33
13302,"2008-06-24",17.2,34.7
13303,"2008-06-25",16.6,38.8
13304,"2008-06-26",17,39.8
13305,"2008-06-27",19.2,40.4
13306,"2008-06-28",19.4,38.7
13307,"2008-06-29",19.7,39.2
13308,"2008-06-30",21.2,38.5
13309,"2008-07-01",18.5,37.4
13310,"2008-07-02",16.4,35.8
13311,"2008-07-03",17.3,31.8
13312,"2008-07-04",15.2,36.2
13313,"2008-07-05",18.5,35.4
13314,"2008-07-06",19.6,28.7
13315,"2008-07-07",14,33.2
13316,"2008-07-08",16.1,36.4
13317,"2008-07-09",19.8,36.6
13318,"2008-07-10",19.5,36.3
13319,"2008-07-11",17.8,36.3
13320,"2008-07-12",19.4,31.5
13321,"2008-07-13",14.4,34.5
13322,"2008-07-14",18,31.7
13323,"2008-07-15",17.5,34.3
13324,"2008-07-16",18.8,34.1
13325,"2008-07-17",19,36.3
13326,"2008-07-18",21.9,40.5
13327,"2008-07-19",22.3,39.4
13328,"2008-07-20",20.7,33.6
13329,"2008-07-21",17.7,38
13330,"2008-07-22",17.9,39.5
13331,"2008-07-23",20.5,38.1
13332,"2008-07-24",20.8,33.8
13333,"2008-07-25",18.2,33.8
13334,"2008-07-26",19.6,35.2
13335,"2008-07-27",17.8,36.2
13336,"2008-07-28",18.8,34.8
13337,"2008-07-29",17.2,35.5
13338,"2008-07-30",15.8,35.8
13339,"2008-07-31",16.9,36.6
13340,"2008-08-01",19.2,35.2
13341,"2008-08-02",17,38
13342,"2008-08-03",21.2,39.4
13343,"2008-08-04",21.3,38.5
13344,"2008-08-05",20,36.7
13345,"2008-08-06",20.1,34.7
13346,"2008-08-07",19.2,36
13347,"2008-08-08",17.7,34.5
13348,"2008-08-09",15.5,36.3
13349,"2008-08-10",19.4,35.7
13350,"2008-08-11",19.2,34.5
13351,"2008-08-12",20.4,34.5
13352,"2008-08-13",18.8,37.1
13353,"2008-08-14",17.4,34.9
13354,"2008-08-15",18.5,34.6
13355,"2008-08-16",15,31.8
13356,"2008-08-17",18.7,33.5
13357,"2008-08-18",16.6,35.4
13358,"2008-08-19",19.3,35.1
13359,"2008-08-20",14.4,37
13360,"2008-08-21",16.1,36.5
13361,"2008-08-22",22,37.5
13362,"2008-08-23",19,32.6
13363,"2008-08-24",16.2,33.3
13364,"2008-08-25",18.8,36.4
13365,"2008-08-26",20.4,37.3
13366,"2008-08-27",20.9,36.5
13367,"2008-08-28",19.6,35.7
13368,"2008-08-29",18.4,34.5
13369,"2008-08-30",20.6,29.2
13370,"2008-08-31",18.1,31.8
13371,"2008-09-01",16.8,34.7
13372,"2008-09-02",18.4,31.5
13373,"2008-09-03",14,29.7
13374,"2008-09-04",13.4,30.2
13375,"2008-09-05",20.4,27.2
13376,"2008-09-06",19.8,26.6
13377,"2008-09-07",20,29.5
13378,"2008-09-08",14.4,33.2
13379,"2008-09-09",21.8,30.6
13380,"2008-09-10",20.4,32
13381,"2008-09-11",19.8,32
13382,"2008-09-12",15.3,29.8
13383,"2008-09-13",16.3,31.4
13384,"2008-09-14",13,32.5
13385,"2008-09-15",13.5,34.5
13386,"2008-09-16",14.8,31
13387,"2008-09-17",15.2,28.8
13388,"2008-09-18",14,25.2
13389,"2008-09-19",18,32.7
13390,"2008-09-20",21.2,33.6
13391,"2008-09-21",20.5,29
13392,"2008-09-22",18.2,26.2
13393,"2008-09-23",18.2,26
13394,"2008-09-24",17.2,27
13395,"2008-09-25",16.9,27
13396,"2008-09-26",15.5,28
13397,"2008-09-27",17.3,23
13398,"2008-09-28",17.2,22.5
13399,"2008-09-29",16.7,24.6
13400,"2008-09-30",13.6,27.7
13401,"2008-10-01",13.7,27.5
13402,"2008-10-02",14.9,28.5
13403,"2008-10-03",14.3,25.5
13404,"2008-10-04",13.8,28
13405,"2008-10-05",11.6,27.3
13406,"2008-10-06",12.6,27.7
13407,"2008-10-07",12.6,23.2
13408,"2008-10-08",14.7,24.2
13409,"2008-10-09",10.6,24.5
13410,"2008-10-10",16,28.3
13411,"2008-10-11",17.2,23
13412,"2008-10-12",17,21.7
13413,"2008-10-13",16,24.4
13414,"2008-10-14",16,25.9
13415,"2008-10-15",13.3,27.4
13416,"2008-10-16",14,27.8
13417,"2008-10-17",12.5,25
13418,"2008-10-18",16.2,23.4
13419,"2008-10-19",14.2,25.6
13420,"2008-10-20",17.2,27.1
13421,"2008-10-21",14.4,25.5
13422,"2008-10-22",15.6,18.8
13423,"2008-10-23",14.2,21.1
13424,"2008-10-24",12.8,24.5
13425,"2008-10-25",14.5,24.7
13426,"2008-10-26",14.1,26
13427,"2008-10-27",13.5,25.4
13428,"2008-10-28",10.2,16
13429,"2008-10-29",4.6,17.2
13430,"2008-10-30",3.2,16.8
13431,"2008-10-31",12.3,15.3
13432,"2008-11-01",9.2,15.5
13433,"2008-11-02",8.2,15.5
13434,"2008-11-03",10,17
13435,"2008-11-04",8.4,16.7
13436,"2008-11-05",8.9,19.7
13437,"2008-11-06",6.2,19.2
13438,"2008-11-07",6.7,18.4
13439,"2008-11-08",9.8,19.5
13440,"2008-11-09",7.9,21.7
13441,"2008-11-10",6.3,21.6
13442,"2008-11-11",9,18
13443,"2008-11-12",7.2,18.2
13444,"2008-11-13",4.9,18
13445,"2008-11-14",6,17.2
13446,"2008-11-15",4.8,19.2
13447,"2008-11-16",7.4,21.5
13448,"2008-11-17",4,21
13449,"2008-11-18",3.6,20.6
13450,"2008-11-19",9.3,19.5
13451,"2008-11-20",6.7,19.3
13452,"2008-11-21",7.9,20.3
13453,"2008-11-22",6.4,21
13454,"2008-11-23",7.2,20.1
13455,"2008-11-24",5,17.6
13456,"2008-11-25",2.4,14
13457,"2008-11-26",3.2,10.5
13458,"2008-11-27",2.5,15.5
13459,"2008-11-28",1.5,14
13460,"2008-11-29",7.6,13.1
13461,"2008-11-30",4.5,12.9
13462,"2008-12-01",4,11.6
13463,"2008-12-02",0.5,12
13464,"2008-12-03",0.5,11.4
13465,"2008-12-04",5,13
13466,"2008-12-05",11.2,17.3
13467,"2008-12-06",13,17.5
13468,"2008-12-07",12.5,17.5
13469,"2008-12-08",8.5,17
13470,"2008-12-09",7,10.3
13471,"2008-12-10",4.7,13.9
13472,"2008-12-11",0.7,13.2
13473,"2008-12-12",6,10.8
13474,"2008-12-13",2,14.1
13475,"2008-12-14",4,11.2
13476,"2008-12-15",1.1,11.1
13477,"2008-12-16",0,11.5
13478,"2008-12-17",2.2,11
13479,"2008-12-18",0.4,11.6
13480,"2008-12-19",2.7,16.4
13481,"2008-12-20",2.7,18.4
13482,"2008-12-21",2,20
13483,"2008-12-22",5,18.5
13484,"2008-12-23",2.8,17.2
13485,"2008-12-24",3.7,16.2
13486,"2008-12-25",3.5,16.2
13487,"2008-12-26",2,14.2
13488,"2008-12-27",3.5,15.7
13489,"2008-12-28",10.5,16
13490,"2008-12-29",9,14.1
13491,"2008-12-30",5.4,17.9
13492,"2008-12-31",8.6,17.8
13493,"2009-01-01",12.1,17.5
13494,"2009-01-02",12.5,16
13495,"2009-01-03",10.7,15.7
13496,"2009-01-04",8.9,13
13497,"2009-01-05",7.3,11.5
13498,"2009-01-06",3.9,10.6
13499,"2009-01-07",1.5,9.8
13500,"2009-01-08",-0.1,7.9
13501,"2009-01-09",-2.8,9.8
13502,"2009-01-10",-2.6,8.4
13503,"2009-01-11",-0.4,13.5
13504,"2009-01-12",0.5,14.2
13505,"2009-01-13",1.4,11.1
13506,"2009-01-14",3.1,11.5
13507,"2009-01-15",2.5,14.5
13508,"2009-01-16",8,14.6
13509,"2009-01-17",6.2,16
13510,"2009-01-18",2.6,16.1
13511,"2009-01-19",9.2,15.7
13512,"2009-01-20",4,11.8
13513,"2009-01-21",-0.5,12
13514,"2009-01-22",4.5,14.7
13515,"2009-01-23",14.5,16.9
13516,"2009-01-24",8.6,15.5
13517,"2009-01-25",6.8,14.3
13518,"2009-01-26",4.6,15.2
13519,"2009-01-27",4.5,15
13520,"2009-01-28",8.5,14.8
13521,"2009-01-29",10.3,16
13522,"2009-01-30",5.2,19.1
13523,"2009-01-31",8,13.5
13524,"2009-02-01",8.3,14
13525,"2009-02-02",7.9,13.3
13526,"2009-02-03",7,13.2
13527,"2009-02-04",8,15.4
13528,"2009-02-05",8,12
13529,"2009-02-06",6.7,12.4
13530,"2009-02-07",4,13.5
13531,"2009-02-08",2.5,14.5
13532,"2009-02-09",10.6,17
13533,"2009-02-10",7.6,16.8
13534,"2009-02-11",4.2,17.2
13535,"2009-02-12",5.2,18.7
13536,"2009-02-13",5.2,20
13537,"2009-02-14",3.2,18.5
13538,"2009-02-15",4.6,18.8
13539,"2009-02-16",6.5,16.7
13540,"2009-02-17",3.5,16.9
13541,"2009-02-18",2.7,18.2
13542,"2009-02-19",3.4,18.4
13543,"2009-02-20",4.5,19.5
13544,"2009-02-21",6,18.5
13545,"2009-02-22",4.6,19.8
13546,"2009-02-23",3.7,20.4
13547,"2009-02-24",3.5,20.6
13548,"2009-02-25",4.5,20.6
13549,"2009-02-26",9.9,21.7
13550,"2009-02-27",5,20
13551,"2009-02-28",8.6,14.4
13552,"2009-03-01",11,16.8
13553,"2009-03-02",10.8,13
13554,"2009-03-03",8,14.7
13555,"2009-03-04",7.1,15.1
13556,"2009-03-05",8.4,17.4
13557,"2009-03-06",5,19.5
13558,"2009-03-07",10.5,18.4
13559,"2009-03-08",9,23.3
13560,"2009-03-09",9,23
13561,"2009-03-10",8,22.5
13562,"2009-03-11",7.1,25.1
13563,"2009-03-12",7,25.7
13564,"2009-03-13",10,27.2
13565,"2009-03-14",7.1,27.2
13566,"2009-03-15",8.8,23.6
13567,"2009-03-16",11.6,27
13568,"2009-03-17",13.9,21.5
13569,"2009-03-18",12.7,21.2
13570,"2009-03-19",6.7,23.9
13571,"2009-03-20",8,25
13572,"2009-03-21",8,24.2
13573,"2009-03-22",7.2,22.4
13574,"2009-03-23",9.7,25
13575,"2009-03-24",9,19.5
13576,"2009-03-25",9,24.6
13577,"2009-03-26",8.6,28.3
13578,"2009-03-27",10.4,25
13579,"2009-03-28",12.2,20
13580,"2009-03-29",6,12.4
13581,"2009-03-30",3.8,17.4
13582,"2009-03-31",5.5,18.5
13583,"2009-04-01",7,18.2
13584,"2009-04-02",6.4,21.8
13585,"2009-04-03",9,20.7
13586,"2009-04-04",7,23.9
13587,"2009-04-05",8,25.6
13588,"2009-04-06",10,25.5
13589,"2009-04-07",8.1,21
13590,"2009-04-08",4.2,21.9
13591,"2009-04-09",7.3,24.6
13592,"2009-04-10",9.3,19.5
13593,"2009-04-11",5.5,20.3
13594,"2009-04-12",5.6,20.5
13595,"2009-04-13",6,22.6
13596,"2009-04-14",10.5,18.5
13597,"2009-04-15",9.6,16.7
13598,"2009-04-16",7.5,18.8
13599,"2009-04-17",9.4,17.5
13600,"2009-04-18",11.5,18.4
13601,"2009-04-19",10.8,21.5
13602,"2009-04-20",9,23.2
13603,"2009-04-21",8.1,25
13604,"2009-04-22",8.9,26.2
13605,"2009-04-23",8.2,28.2
13606,"2009-04-24",8,29.8
13607,"2009-04-25",10.5,21.9
13608,"2009-04-26",9.5,19.3
13609,"2009-04-27",8,19
13610,"2009-04-28",8.5,20.3
13611,"2009-04-29",8.2,22.7
13612,"2009-04-30",8.3,23
13613,"2009-05-01",10.5,25.5
13614,"2009-05-02",11.2,24.4
13615,"2009-05-03",14.5,27.8
13616,"2009-05-04",9.4,29.5
13617,"2009-05-05",9.9,31.2
13618,"2009-05-06",11.6,31
13619,"2009-05-07",11.2,31.5
13620,"2009-05-08",11.4,30.2
13621,"2009-05-09",15.4,25.2
13622,"2009-05-10",12.4,24.8
13623,"2009-05-11",10,22.8
13624,"2009-05-12",11,24
13625,"2009-05-13",11,24.2
13626,"2009-05-14",12.2,24.3
13627,"2009-05-15",8.7,26.2
13628,"2009-05-16",9.4,28.8
13629,"2009-05-17",11.4,29.5
13630,"2009-05-18",9.5,28.8
13631,"2009-05-19",9.2,30
13632,"2009-05-20",14.5,31
13633,"2009-05-21",14,24.5
13634,"2009-05-22",10.4,28.2
13635,"2009-05-23",13.6,24
13636,"2009-05-24",13.2,22
13637,"2009-05-25",11.3,26
13638,"2009-05-26",12,30.5
13639,"2009-05-27",15.5,32
13640,"2009-05-28",18.2,31.8
13641,"2009-05-29",20.7,34.4
13642,"2009-05-30",14.5,34.8
13643,"2009-05-31",14.8,30
13644,"2009-06-01",14.5,33.8
13645,"2009-06-02",15.7,25.7
13646,"2009-06-03",15.2,26.3
13647,"2009-06-04",14.6,26.8
13648,"2009-06-05",14.4,24.5
13649,"2009-06-06",14.8,25
13650,"2009-06-07",10.4,26
13651,"2009-06-08",14.8,23.2
13652,"2009-06-09",13.7,27.5
13653,"2009-06-10",13.2,33.5
13654,"2009-06-11",16.5,38.5
13655,"2009-06-12",17.4,39.6
13656,"2009-06-13",20.4,40
13657,"2009-06-14",23.4,35.2
13658,"2009-06-15",20.2,37.2
13659,"2009-06-16",21.2,35.5
13660,"2009-06-17",19.8,38.4
13661,"2009-06-18",22,37.4
13662,"2009-06-19",19.4,37.8
13663,"2009-06-20",22.7,39
13664,"2009-06-21",21.7,37.2
13665,"2009-06-22",19.7,33.4
13666,"2009-06-23",16.6,35.6
13667,"2009-06-24",18.8,32
13668,"2009-06-25",17,28.2
13669,"2009-06-26",15.2,29.6
13670,"2009-06-27",16.6,31.2
13671,"2009-06-28",16.6,31.2
13672,"2009-06-29",18,32.5
13673,"2009-06-30",19.1,35.7
13674,"2009-07-01",19.5,38
13675,"2009-07-02",21,37.6
13676,"2009-07-03",19.5,37.7
13677,"2009-07-04",19.5,37
13678,"2009-07-05",17.8,36.2
13679,"2009-07-06",19.3,32.4
13680,"2009-07-07",17.6,29.5
13681,"2009-07-08",16.6,33
13682,"2009-07-09",15,32.3
13683,"2009-07-10",15.7,33.5
13684,"2009-07-11",16.4,34.4
13685,"2009-07-12",15,38.5
13686,"2009-07-13",19,36.5
13687,"2009-07-14",19.5,32.2
13688,"2009-07-15",15.7,37
13689,"2009-07-16",18.6,35
13690,"2009-07-17",18.5,35
13691,"2009-07-18",15.4,35.5
13692,"2009-07-19",19.2,37.7
13693,"2009-07-20",20,39.2
13694,"2009-07-21",20.5,42.3
13695,"2009-07-22",21.1,34.5
13696,"2009-07-23",20.8,32.8
13697,"2009-07-24",18.8,36.5
13698,"2009-07-25",20.5,41.3
13699,"2009-07-26",21.4,40.5
13700,"2009-07-27",22,39.8
13701,"2009-07-28",19,38
13702,"2009-07-29",18.5,40.5
13703,"2009-07-30",18.3,40.2
13704,"2009-07-31",19.7,38
13705,"2009-08-01",18,35.2
13706,"2009-08-02",19,33
13707,"2009-08-03",15,37
13708,"2009-08-04",19.2,38.4
13709,"2009-08-05",21.1,36
13710,"2009-08-06",19.5,35.6
13711,"2009-08-07",18,35
13712,"2009-08-08",18.4,30
13713,"2009-08-09",15.8,32.1
13714,"2009-08-10",16.2,36.5
13715,"2009-08-11",21,38
13716,"2009-08-12",21,37.9
13717,"2009-08-13",22.1,38.2
13718,"2009-08-14",21.5,38.5
13719,"2009-08-15",22.3,39.4
13720,"2009-08-16",21.5,38.5
13721,"2009-08-17",20.5,37.4
13722,"2009-08-18",22,38.9
13723,"2009-08-19",20.9,38
13724,"2009-08-20",21.8,38.4
13725,"2009-08-21",20.4,38.4
13726,"2009-08-22",19.8,41.3
13727,"2009-08-23",19.5,40.2
13728,"2009-08-24",18,33.5
13729,"2009-08-25",20.1,30
13730,"2009-08-26",16.5,34.2
13731,"2009-08-27",19,38.5
13732,"2009-08-28",21.1,39.2
13733,"2009-08-29",21,40.9
13734,"2009-08-30",21,40.9
13735,"2009-08-31",20.5,36
13736,"2009-09-01",19.7,30.6
13737,"2009-09-02",15.8,32.5
13738,"2009-09-03",15,34.7
13739,"2009-09-04",18.7,37.4
13740,"2009-09-05",18.5,36.5
13741,"2009-09-06",18.5,36.4
13742,"2009-09-07",21.7,36.7
13743,"2009-09-08",20.5,35.8
13744,"2009-09-09",19.7,35.8
13745,"2009-09-10",20.5,33
13746,"2009-09-11",18.8,33
13747,"2009-09-12",17.2,32.5
13748,"2009-09-13",19.2,31.7
13749,"2009-09-14",12.8,26.5
13750,"2009-09-15",15.2,25.5
13751,"2009-09-16",17.4,25
13752,"2009-09-17",17.8,23.6
13753,"2009-09-18",14.2,24.9
13754,"2009-09-19",12.5,25.5
13755,"2009-09-20",17.2,28.4
13756,"2009-09-21",14.4,30
13757,"2009-09-22",13.3,30
13758,"2009-09-23",15.5,31.2
13759,"2009-09-24",18.4,31.4
13760,"2009-09-25",14.9,31.5
13761,"2009-09-26",17.1,22.5
13762,"2009-09-27",16.5,27.8
13763,"2009-09-28",15.5,29.2
13764,"2009-09-29",16.5,25.8
13765,"2009-09-30",16,26.2
13766,"2009-10-01",16.3,27.3
13767,"2009-10-02",15,30.4
13768,"2009-10-03",14.5,31.2
13769,"2009-10-04",14.5,33.2
13770,"2009-10-05",15,34.2
13771,"2009-10-06",17.2,31.4
13772,"2009-10-07",16.2,28.2
13773,"2009-10-08",18.8,27.1
13774,"2009-10-09",15.6,27.8
13775,"2009-10-10",15,31
13776,"2009-10-11",15.2,32
13777,"2009-10-12",15.5,32.4
13778,"2009-10-13",13.7,31.7
13779,"2009-10-14",12.6,30.2
13780,"2009-10-15",14.2,29.5
13781,"2009-10-16",14,29.4
13782,"2009-10-17",15,29
13783,"2009-10-18",13.5,27.6
13784,"2009-10-19",13.2,27
13785,"2009-10-20",14.2,22.7
13786,"2009-10-21",12.5,19.5
13787,"2009-10-22",14.6,24
13788,"2009-10-23",11,22.6
13789,"2009-10-24",13.4,26.4
13790,"2009-10-25",15.4,28
13791,"2009-10-26",14.2,29.2
13792,"2009-10-27",12,30
13793,"2009-10-28",13.5,29.1
13794,"2009-10-29",16,28.9
13795,"2009-10-30",13.8,31
13796,"2009-10-31",15,30.7
13797,"2009-11-01",13.4,30
13798,"2009-11-02",11.6,23.5
13799,"2009-11-03",8.7,23.5
13800,"2009-11-04",10,22.5
13801,"2009-11-05",9,18.6
13802,"2009-11-06",12.3,20.5
13803,"2009-11-07",14.5,23.8
13804,"2009-11-08",8.3,20.8
